label,cond1,cond2,cond3,cond4,item,sentence,alternative,group
kutas_low_rel_bestshorter_362,kutas,low,rel,bestshorter,362,The movers put the sofa on the bare ground.,x-x-x reruns card glad vivo took says mate truly.,list1
kutas_high_best_bestshorter_362,kutas,high,best,bestshorter,362,The movers put the sofa on the bare floor.,x-x-x reruns card glad vivo took says mate truly.,list2
kutas_low_unrel_bestshorter_365,kutas,low,unrel,bestshorter,365,The whole town came to hear the mayor resign.,x-x-x aware shut guys hate card kid meets genes.,list2
kutas_high_best_bestshorter_365,kutas,high,best,bestshorter,365,The whole town came to hear the mayor speak.,x-x-x aware shut guys hate card kid meets genes.,list1
kutas_low_unrel_bestshorter_388,kutas,low,unrel,bestshorter,388,The addict was caught pushing illegal movies.,x-x-x bolted anti videos predict suppose thinks.,list1
kutas_high_best_bestshorter_388,kutas,high,best,bestshorter,388,The addict was caught pushing illegal drugs.,x-x-x bolted anti videos predict suppose thinks.,list2
kutas_low_rel_bestshorter_406,kutas,low,rel,bestshorter,406,He was stung by a wasp.,x-x-x ago ramps post shop vans.,list2
kutas_high_best_bestshorter_406,kutas,high,best,bestshorter,406,He was stung by a bee.,x-x-x ago ramps post shop vans.,list1
kutas_low_rel_bestshorter_409,kutas,low,rel,bestshorter,409,The attendant filled the car with fuel.,x-x-x shortages behalf met miss join blog.,list1
kutas_high_best_bestshorter_409,kutas,high,best,bestshorter,409,The attendant filled the car with gas.,x-x-x shortages behalf met miss join blog.,list2
kutas_low_unrel_bestshorter_428,kutas,low,unrel,bestshorter,428,John filled the pen with care.,x-x-x racist sure owns soul duo.,list2
kutas_high_best_bestshorter_428,kutas,high,best,bestshorter,428,John filled the pen with ink.,x-x-x racist sure owns soul duo.,list1
kutas_low_rel_bestshorter_444,kutas,low,rel,bestshorter,444,The movie ended so sadly that Julie started to sob.,x-x-x yours apply bus eagle band Drill example app fore.,list1
kutas_high_best_bestshorter_444,kutas,high,best,bestshorter,444,The movie ended so sadly that Julie started to cry.,x-x-x yours apply bus eagle band Drill example app fore.,list2
kutas_low_rel_bestshorter_465,kutas,low,rel,bestshorter,465,The kids fed the ducks some stale crumbs.,x-x-x seen lung lose unite word assay sermon.,list2
kutas_high_best_bestshorter_465,kutas,high,best,bestshorter,465,The kids fed the ducks some stale bread.,x-x-x seen lung lose unite word assay sermon.,list1
kutas_low_rel_eq_301,kutas,low,rel,eq,301,She put on her high heeled boots.,x-x-x sale plan kid yeah cloves firms.,list3
kutas_high_best_eq_301,kutas,high,best,eq,301,She put on her high heeled shoes.,x-x-x sale plan kid yeah cloves firms.,list4
kutas_low_rel_eq_310,kutas,low,rel,eq,310,The dirty clothes were piled up in the laundry hamper.,x-x-x yours whoever goal vitro deal vote sir reacted gamers.,list4
kutas_high_best_eq_310,kutas,high,best,eq,310,The dirty clothes were piled up in the laundry basket.,x-x-x yours whoever goal vitro deal vote sir reacted gamers.,list3
kutas_low_unrel_eq_314,kutas,low,unrel,eq,314,One of the scouts did not know the way and got hurt.,x-x-x eat pull thrive irk yeah okay won here pre app site.,list3
kutas_high_best_eq_314,kutas,high,best,eq,314,One of the scouts did not know the way and got lost.,x-x-x fun pull thrive irk yeah okay won here pre app site.,list4
kutas_low_unrel_eq_320,kutas,low,unrel,eq,320,I added my name to the top of the wall.,x-x-x china pre else pick app sent shut glad gets.,list4
kutas_high_best_eq_320,kutas,high,best,eq,320,I added my name to the top of the list.,x-x-x china pre else pick app sent shut glad gets.,list3
kutas_low_unrel_eq_326,kutas,low,unrel,eq,326,The prisoners were planning their picnic.,x-x-x undermine okay congress allow topped.,list3
kutas_high_best_eq_326,kutas,high,best,eq,326,The prisoners were planning their escape.,x-x-x undermine okay congress allow topped.,list4
kutas_low_unrel_eq_331,kutas,low,unrel,eq,331,They went as far as they dared.,x-x-x glad keep kill guy uses minds.,list4
kutas_high_best_eq_331,kutas,high,best,eq,331,They went as far as they could.,x-x-x glad keep kill guy uses minds.,list3
kutas_low_unrel_eq_332,kutas,low,unrel,eq,332,Mary looked at her watch to check the band.,x-x-x option ones yeah filed okay wants term does.,list3
kutas_high_best_eq_332,kutas,high,best,eq,332,Mary looked at her watch to check the time.,x-x-x option ones yeah filed okay wants term does.,list4
kutas_low_unrel_eq_340,kutas,low,unrel,eq,340,The barbells the strong man lifted were very rusty.,x-x-x iterated okay inches yeah tonnes miss knew tally.,list4
kutas_high_best_eq_340,kutas,high,best,eq,340,The barbells the strong man lifted were very heavy.,x-x-x iterated okay inches yeah tonnes miss knew tally.,list3
kutas_low_rel_eq_341,kutas,low,rel,eq,341,He studied a long time so he would pass his tests.,x-x-x raising knew runs hurt anti spot sorry cell girl lakes.,list3
kutas_high_best_eq_341,kutas,high,best,eq,341,He studied a long time so he would pass his exams.,x-x-x raising knew runs hurt anti spot sorry cell girl lakes.,list4
kutas_low_unrel_eq_354,kutas,low,unrel,eq,354,John was so exhausted he took a vacation to get some help.,x-x-x fat am spotlight lord else guy abstract none sir page each.,list4
kutas_high_best_eq_354,kutas,high,best,eq,354,John was so exhausted he took a vacation to get some rest.,x-x-x fat am spotlight lord else guy abstract none sir page each.,list3
kutas_low_rel_eq_374,kutas,low,rel,eq,374,The tenants were evicted when they did not pay the last month's bill.,x-x-x modeled zero catcher cold give goal wall lake tree both deflect anti.,list3
kutas_high_best_eq_374,kutas,high,best,eq,374,The tenants were evicted when they did not pay the last month's rent.,x-x-x modeled zero catcher cold give goal wall lake tree both deflect anti.,list4
kutas_low_rel_eq_375,kutas,low,rel,eq,375,The wet towels were hung on the line to air.,x-x-x deny uncork luck dish died rule hate risk dear.,list4
kutas_high_best_eq_375,kutas,high,best,eq,375,The wet towels were hung on the line to dry.,x-x-x deny uncork luck dish died rule hate risk dear.,list3
kutas_low_rel_eq_387,kutas,low,rel,eq,387,While skiing Randy broke his arm.,x-x-x expire fetch mouth rose vice.,list3
kutas_high_best_eq_387,kutas,high,best,eq,387,While skiing Randy broke his leg.,x-x-x expire fetch mouth rose vice.,list4
kutas_low_rel_eq_395,kutas,low,rel,eq,395,The girl knew most of the words for her spelling quiz.,x-x-x else cool shut bet post enter cash guy minimize acre.,list4
kutas_high_best_eq_395,kutas,high,best,eq,395,The girl knew most of the words for her spelling test.,x-x-x else cool shut bet post enter cash guy minimize acre.,list3
kutas_low_unrel_eq_401,kutas,low,unrel,eq,401,The tenants decided to take their landlord to lunch.,x-x-x mystify airport fire days ended insulted eat funny.,list3
kutas_high_best_eq_401,kutas,high,best,eq,401,The tenants decided to take their landlord to court.,x-x-x mystify airport fire days ended insulted eat funny.,list4
kutas_low_rel_eq_402,kutas,low,rel,eq,402,They're out in the garden pulling roots.,x-x-x link app thus suffer nominee atlas.,list4
kutas_high_best_eq_402,kutas,high,best,eq,402,They're out in the garden pulling weeds.,x-x-x link app thus suffer nominee atlas.,list3
kutas_low_rel_eq_404,kutas,low,rel,eq,404,She sewed the button on with needle and black string.,x-x-x glyph guy indeed hate fund exodus fun worth deeply.,list3
kutas_high_best_eq_404,kutas,high,best,eq,404,She sewed the button on with needle and black thread.,x-x-x glyph guy indeed hate fund exodus fun worth deeply.,list4
kutas_low_unrel_eq_414,kutas,low,unrel,eq,414,She went to the salon to color her toes.,x-x-x kill kids nor tuned cost types send vary.,list4
kutas_high_best_eq_414,kutas,high,best,eq,414,She went to the salon to color her hair.,x-x-x kill kids nor tuned cost types send vary.,list3
kutas_low_unrel_eq_418,kutas,low,unrel,eq,418,Sam could not believe her story was true.,x-x-x worse nice opening hair click our push.,list3
kutas_high_best_eq_418,kutas,high,best,eq,418,Sam could not believe her story was told.,x-x-x worse nice opening hair click our push.,list4
kutas_low_rel_eq_424,kutas,low,rel,eq,424,New York is a very busy town.,x-x-x ride else bill gave ends seen.,list4
kutas_high_best_eq_424,kutas,high,best,eq,424,New York is a very busy city.,x-x-x ride else bill gave ends seen.,list3
kutas_low_rel_eq_426,kutas,low,rel,eq,426,The gas station is about two miles down the path.,x-x-x suck weekend zip spend idea feels post wife firm.,list3
kutas_high_best_eq_426,kutas,high,best,eq,426,The gas station is about two miles down the road.,x-x-x suck weekend zip spend idea feels post wife firm.,list4
kutas_low_unrel_eq_432,kutas,low,unrel,eq,432,None of his books made much sense.,x-x-x eyes low avoid feet bent wants.,list4
kutas_high_best_eq_432,kutas,high,best,eq,432,None of his books made much money.,x-x-x eyes low avoid feet bent wants.,list3
kutas_low_rel_eq_439,kutas,low,rel,eq,439,Captain Sheir wanted to stay with the sinking boat.,x-x-x renew senate dog cell hate has applies grow.,list3
kutas_high_best_eq_439,kutas,high,best,eq,439,Captain Sheir wanted to stay with the sinking ship.,x-x-x renew senate dog cell hate has applies grow.,list4
kutas_low_rel_eq_463,kutas,low,rel,eq,463,She made a salami sandwich on wheat rolls.,x-x-x pain eat aligns colleges arms ought filed.,list4
kutas_high_best_eq_463,kutas,high,best,eq,463,She made a salami sandwich on wheat bread.,x-x-x pain eat aligns colleges arms ought filed.,list3
kutas_low_unrel_eq_470,kutas,low,unrel,eq,470,They saw the lightning and heard the screams.,x-x-x east hour comprises fund grade goal unaware.,list3
kutas_high_best_eq_470,kutas,high,best,eq,470,They saw the lightning and heard the thunder.,x-x-x east hour comprises fund grade goal unaware.,list4
kutas_low_unrel_eq_472,kutas,low,unrel,eq,472,The squirrel stored some nuts in the hole.,x-x-x marketed liking walk edit male meet dear.,list4
kutas_high_best_eq_472,kutas,high,best,eq,472,The squirrel stored some nuts in the tree.,x-x-x marketed liking walk edit male meet dear.,list3
kutas_low_unrel_eq_474,kutas,low,unrel,eq,474,The car pulled up and took the last parking meter.,x-x-x ago random join king lady cell kept predict mercy.,list3
kutas_high_best_eq_474,kutas,high,best,eq,474,The car pulled up and took the last parking space.,x-x-x ago random join king lady cell kept predict mercy.,list4
kutas_high_best_bestlonger_302,kutas,high,best,bestlonger,302,The cub scouts needed a new den mother.,x-x-x swam realms nature vs laws sued facts.,list4
kutas_low_unrel_bestlonger_302,kutas,low,unrel,bestlonger,302,The cub scouts needed a new den chair.,x-x-x swam realms nature vs laws sued facts.,list3
kutas_low_unrel_bestlonger_313,kutas,low,unrel,bestlonger,313,She's afraid of deep water because she can't see.,x-x-x border rise cent speak century rule agent late.,list3
kutas_high_best_bestlonger_313,kutas,high,best,bestlonger,313,She's afraid of deep water because she can't swim.,x-x-x border rise cent speak century rule agent late.,list4
kutas_low_rel_bestlonger_318,kutas,low,rel,bestlonger,318,They heated the pool with solar power.,x-x-x ethics mom lets knew seeks click.,list4
kutas_high_best_bestlonger_318,kutas,high,best,bestlonger,318,They heated the pool with solar energy.,x-x-x ethics mom lets knew seeks click.,list3
kutas_low_unrel_bestlonger_319,kutas,low,unrel,bestlonger,319,The baby weighed six pounds at noon.,x-x-x fail methane sale reform lots crap.,list3
kutas_high_best_bestlonger_319,kutas,high,best,bestlonger,319,The baby weighed six pounds at birth.,x-x-x fail methane sale reform lots crap.,list4
kutas_low_rel_bestlonger_328,kutas,low,rel,bestlonger,328,The office held a new year's eve bash.,x-x-x anyway pull knew grow ripped eats taste.,list4
kutas_high_best_bestlonger_328,kutas,high,best,bestlonger,328,The office held a new year's eve party.,x-x-x anyway pull knew grow ripped eats taste.,list3
kutas_low_unrel_bestlonger_339,kutas,low,unrel,bestlonger,339,When the shooting started they ran for help.,x-x-x sir whatever healthy hill cat give basis.,list3
kutas_high_best_bestlonger_339,kutas,high,best,bestlonger,339,When the shooting started they ran for cover.,x-x-x sir whatever healthy hill cat give basis.,list4
kutas_low_unrel_bestlonger_353,kutas,low,unrel,bestlonger,353,On hot days many people sun themselves on the roof.,x-x-x glad whom fund itself gym investment post guys helps.,list4
kutas_high_best_bestlonger_353,kutas,high,best,bestlonger,353,On hot days many people sun themselves on the beach.,x-x-x glad whom fund itself gym investment post guys helps.,list3
kutas_low_rel_bestlonger_355,kutas,low,rel,bestlonger,355,William went to the bank to borrow some cash.,x-x-x door bag guy none fans wished face comes.,list3
kutas_high_best_bestlonger_355,kutas,high,best,bestlonger,355,William went to the bank to borrow some money.,x-x-x door bag guy none fans wished face comes.,list4
kutas_low_rel_bestlonger_382,kutas,low,rel,bestlonger,382,Cathy was glad that Friday was payday because she was poor.,x-x-x miss ford trip Senate ways invade systems add goal mark.,list4
kutas_high_best_bestlonger_382,kutas,high,best,bestlonger,382,Cathy was glad that Friday was payday because she was broke.,x-x-x miss ford trip Senate ways invade systems add goal mark.,list3
kutas_low_rel_bestlonger_383,kutas,low,rel,bestlonger,383,George made out a check to pay the monthly telephone fee.,x-x-x gift miss girl begin hurt mom eyes decides dominated male.,list3
kutas_high_best_bestlonger_383,kutas,high,best,bestlonger,383,George made out a check to pay the monthly telephone bill.,x-x-x gift miss girl begin hurt mom eyes decides dominated male.,list4
kutas_low_unrel_bestlonger_390,kutas,low,unrel,bestlonger,390,George kept his pet on a diet.,x-x-x sale cup fled yes done font.,list4
kutas_high_best_bestlonger_390,kutas,high,best,bestlonger,390,George kept his pet on a leash.,x-x-x sale cup fled yes done font.,list3
kutas_low_unrel_bestlonger_393,kutas,low,unrel,bestlonger,393,Jeff felt sorry but it was not his turn.,x-x-x lady click fund lake own park ship trees.,list3
kutas_high_best_bestlonger_393,kutas,high,best,bestlonger,393,Jeff felt sorry but it was not his fault.,x-x-x lady click fund lake own park ship trees.,list4
kutas_low_unrel_bestlonger_396,kutas,low,unrel,bestlonger,396,They asked Dave to play tennis but he was too good.,x-x-x agent Caps bet laws virgin die hill real act page.,list4
kutas_high_best_bestlonger_396,kutas,high,best,bestlonger,396,They asked Dave to play tennis but he was too tired.,x-x-x agent Caps bet laws virgin die hill real act page.,list3
kutas_low_unrel_bestlonger_415,kutas,low,unrel,bestlonger,415,Brian poured some sauce on his rare meat.,x-x-x scarce spot filed none jobs dean faced.,list3
kutas_high_best_bestlonger_415,kutas,high,best,bestlonger,415,Brian poured some sauce on his rare steak.,x-x-x scarce spot filed none jobs dean faced.,list4
kutas_low_rel_bestlonger_419,kutas,low,rel,bestlonger,419,Tim threw a rock and broke the glass.,x-x-x anime know whom paid agent anti begin.,list4
kutas_high_best_bestlonger_419,kutas,high,best,bestlonger,419,Tim threw a rock and broke the window.,x-x-x anime know whom paid agent anti begin.,list3
kutas_low_unrel_bestlonger_423,kutas,low,unrel,bestlonger,423,The lawyer feared that his client would be found crazy.,x-x-x afford graves hear miss funded earth west scene survey.,list3
kutas_high_best_bestlonger_423,kutas,high,best,bestlonger,423,The lawyer feared that his client would be found guilty.,x-x-x afford graves hear miss funded earth west scene survey.,list4
kutas_low_unrel_bestlonger_436,kutas,low,unrel,bestlonger,436,The boat passed easily under the falls.,x-x-x rely senate agency needs dad teach.,list4
kutas_high_best_bestlonger_436,kutas,high,best,bestlonger,436,The boat passed easily under the bridge.,x-x-x rely senate agency needs dad teach.,list3
kutas_low_rel_bestlonger_451,kutas,low,rel,bestlonger,451,He bought the chocolates at the candy shop.,x-x-x supply fall hurricanes oh pro skies civil.,list3
kutas_high_best_bestlonger_451,kutas,high,best,bestlonger,451,He bought the chocolates at the candy store.,x-x-x supply fall hurricanes oh pro skies civil.,list4
kutas_low_rel_bestlonger_452,kutas,low,rel,bestlonger,452,After the accident they went for aid.,x-x-x app contains cash gold cost came.,list4
kutas_high_best_bestlonger_452,kutas,high,best,bestlonger,452,After the accident they went for help.,x-x-x app contains cash gold cost came.,list3
kutas_low_unrel_bestlonger_459,kutas,low,unrel,bestlonger,459,It was important to be on top.,x-x-x holy attention wish ones shop gone.,list3
kutas_high_best_bestlonger_459,kutas,high,best,bestlonger,459,It was important to be on time.,x-x-x holy attention wish ones shop gone.,list4
kutas_low_unrel_bestlonger_471,kutas,low,unrel,bestlonger,471,It felt much colder when the sun was behind a tree.,x-x-x ways runs tomato nine wish nor risk doctor got leads.,list4
kutas_high_best_bestlonger_471,kutas,high,best,bestlonger,471,It felt much colder when the sun was behind a cloud.,x-x-x ways runs tomato nine wish nor risk doctor got leads.,list3
kutas_low_rel_bestshorter_304,kutas,low,rel,bestshorter,304,The pizza was too hot to chew.,x-x-x alike hope hour rate said mob.,list3
kutas_high_best_bestshorter_304,kutas,high,best,bestshorter,304,The pizza was too hot to eat.,x-x-x alike hope hour rate said mob.,list4
kutas_low_rel_bestshorter_307,kutas,low,rel,bestshorter,307,The ship disappeared into the thick mist.,x-x-x suck controversy sell dad threw lag.,list4
kutas_high_best_bestshorter_307,kutas,high,best,bestshorter,307,The ship disappeared into the thick fog.,x-x-x suck controversy sell dad threw lag.,list3
kutas_low_rel_bestshorter_308,kutas,low,rel,bestshorter,308,Nothing can beat a bowl of hot broth.,x-x-x cast wood mid aids met ran scans.,list3
kutas_high_best_bestshorter_308,kutas,high,best,bestshorter,308,Nothing can beat a bowl of hot soup.,x-x-x cast wood mid aids met ran scans.,list4
kutas_low_rel_bestshorter_323,kutas,low,rel,bestshorter,323,The clerk put the groceries in the shopping carts.,x-x-x borne pre sir adulthood knew nor humanity undo.,list4
kutas_high_best_bestshorter_323,kutas,high,best,bestshorter,323,The clerk put the groceries in the shopping bags.,x-x-x borne pre sir adulthood knew nor humanity undo.,list3
kutas_low_rel_bestshorter_362,kutas,low,rel,bestshorter,362,The movers put the sofa on the bare ground.,x-x-x reruns card glad vivo took says mate truly.,list3
kutas_high_best_bestshorter_362,kutas,high,best,bestshorter,362,The movers put the sofa on the bare floor.,x-x-x reruns card glad vivo took says mate truly.,list4
kutas_low_unrel_bestshorter_365,kutas,low,unrel,bestshorter,365,The whole town came to hear the mayor resign.,x-x-x aware shut guys hate card kid meets genes.,list4
kutas_high_best_bestshorter_365,kutas,high,best,bestshorter,365,The whole town came to hear the mayor speak.,x-x-x aware shut guys hate card kid meets genes.,list3
kutas_low_unrel_bestshorter_388,kutas,low,unrel,bestshorter,388,The addict was caught pushing illegal movies.,x-x-x bolted anti videos predict suppose thinks.,list3
kutas_high_best_bestshorter_388,kutas,high,best,bestshorter,388,The addict was caught pushing illegal drugs.,x-x-x bolted anti videos predict suppose thinks.,list4
kutas_low_rel_bestshorter_406,kutas,low,rel,bestshorter,406,He was stung by a wasp.,x-x-x ago ramps post shop vans.,list4
kutas_high_best_bestshorter_406,kutas,high,best,bestshorter,406,He was stung by a bee.,x-x-x ago ramps post shop vans.,list3
kutas_low_rel_bestshorter_409,kutas,low,rel,bestshorter,409,The attendant filled the car with fuel.,x-x-x shortages behalf met miss join blog.,list3
kutas_high_best_bestshorter_409,kutas,high,best,bestshorter,409,The attendant filled the car with gas.,x-x-x shortages behalf met miss join blog.,list4
kutas_low_unrel_bestshorter_428,kutas,low,unrel,bestshorter,428,John filled the pen with care.,x-x-x racist sure owns soul duo.,list4
kutas_high_best_bestshorter_428,kutas,high,best,bestshorter,428,John filled the pen with ink.,x-x-x racist sure owns soul duo.,list3
kutas_low_rel_bestshorter_444,kutas,low,rel,bestshorter,444,The movie ended so sadly that Julie started to sob.,x-x-x yours apply bus eagle band Drill example app fore.,list3
kutas_high_best_bestshorter_444,kutas,high,best,bestshorter,444,The movie ended so sadly that Julie started to cry.,x-x-x yours apply bus eagle band Drill example app fore.,list4
kutas_low_rel_bestshorter_465,kutas,low,rel,bestshorter,465,The kids fed the ducks some stale crumbs.,x-x-x seen lung lose unite word assay sermon.,list4
kutas_high_best_bestshorter_465,kutas,high,best,bestshorter,465,The kids fed the ducks some stale bread.,x-x-x seen lung lose unite word assay sermon.,list3
